"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 12 06:47:36 GMT 2024","Thu Dec 12 06:47:36 GMT 2024","65","Tests","test_HomePage","TestHomePage","","","Check Download section appearance",""
"passed","Thu Dec 12 06:47:36 GMT 2024","Thu Dec 12 06:47:36 GMT 2024","43","Tests","test_HomePage","TestHomePage","","","Check sites carousel appearance",""
"passed","Thu Dec 12 06:48:52 GMT 2024","Thu Dec 12 06:48:57 GMT 2024","4992","Tests","test_HomePage","TestHomePage","","","Check language switch",""
"passed","Thu Dec 12 06:47:48 GMT 2024","Thu Dec 12 06:47:48 GMT 2024","7","Tests","test_HomePage","TestHomePage","","","Check site carousel description",""
"passed","Thu Dec 12 06:48:31 GMT 2024","Thu Dec 12 06:48:35 GMT 2024","3298","Tests","test_HomePage","TestHomePage","","","Check main navigation",""
"passed","Thu Dec 12 06:48:35 GMT 2024","Thu Dec 12 06:48:35 GMT 2024","306","Tests","test_HomePage","TestHomePage","","","Check language switch",""
"passed","Thu Dec 12 06:47:48 GMT 2024","Thu Dec 12 06:47:48 GMT 2024","57","Tests","test_HomePage","TestHomePage","","","Check presented sites in the sites carousel",""
"passed","Thu Dec 12 06:47:48 GMT 2024","Thu Dec 12 06:47:48 GMT 2024","5","Tests","test_HomePage","TestHomePage","","","Click Download section Google Play button",""
"passed","Thu Dec 12 06:47:49 GMT 2024","Thu Dec 12 06:47:49 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Check event carousel description",""
"passed","Thu Dec 12 06:47:54 GMT 2024","Thu Dec 12 06:48:01 GMT 2024","6923","Tests","test_HomePage","TestHomePage","","","Click on site carousel card",""
"passed","Thu Dec 12 06:47:32 GMT 2024","Thu Dec 12 06:47:32 GMT 2024","83","Tests","test_HomePage","TestHomePage","","","Check sections appearance",""
"passed","Thu Dec 12 06:47:54 GMT 2024","Thu Dec 12 06:48:01 GMT 2024","6802","Tests","test_HomePage","TestHomePage","","","Click on event carousel card",""
"passed","Thu Dec 12 06:47:36 GMT 2024","Thu Dec 12 06:47:37 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check site carousel title",""
"passed","Thu Dec 12 06:47:48 GMT 2024","Thu Dec 12 06:47:48 GMT 2024","24","Tests","test_HomePage","TestHomePage","","","Check sites carousel appearance",""
"passed","Thu Dec 12 06:47:43 GMT 2024","Thu Dec 12 06:47:48 GMT 2024","4491","Tests","test_HomePage","TestHomePage","","","Check Hero Banner button",""
"passed","Thu Dec 12 06:48:04 GMT 2024","Thu Dec 12 06:48:04 GMT 2024","24","Tests","test_HomePage","TestHomePage","","","Check events carousel appearance",""
"passed","Thu Dec 12 06:47:37 GMT 2024","Thu Dec 12 06:47:37 GMT 2024","28","Tests","test_HomePage","TestHomePage","","","Check presented sites order",""
"passed","Thu Dec 12 06:47:49 GMT 2024","Thu Dec 12 06:47:49 GMT 2024","135","Tests","test_HomePage","TestHomePage","","","Check presented events in the events carousel",""
"passed","Thu Dec 12 06:47:32 GMT 2024","Thu Dec 12 06:47:32 GMT 2024","40","Tests","test_HomePage","TestHomePage","","","Check Hero Banner appearance",""
"passed","Thu Dec 12 06:47:43 GMT 2024","Thu Dec 12 06:47:43 GMT 2024","8","Tests","test_HomePage","TestHomePage","","","Check Hero Banner image",""
"passed","Thu Dec 12 06:47:42 GMT 2024","Thu Dec 12 06:47:49 GMT 2024","6795","Tests","test_HomePage","TestHomePage","","","Click on site carousel card",""
"passed","Thu Dec 12 06:47:48 GMT 2024","Thu Dec 12 06:47:48 GMT 2024","5","Tests","test_HomePage","TestHomePage","","","Check Download section image",""
"passed","Thu Dec 12 06:47:36 GMT 2024","Thu Dec 12 06:47:36 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check Download section title",""
"passed","Thu Dec 12 06:47:48 GMT 2024","Thu Dec 12 06:47:54 GMT 2024","5513","Tests","test_HomePage","TestHomePage","","","Check site carousel button",""
"passed","Thu Dec 12 06:47:49 GMT 2024","Thu Dec 12 06:47:49 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check event carousel title",""
"passed","Thu Dec 12 06:47:37 GMT 2024","Thu Dec 12 06:47:37 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check site carousel description",""
"passed","Thu Dec 12 06:47:39 GMT 2024","Thu Dec 12 06:47:43 GMT 2024","4547","Tests","test_HomePage","TestHomePage","","","User is navigated to the Home page",""
"passed","Thu Dec 12 06:47:43 GMT 2024","Thu Dec 12 06:47:43 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Check Hero Banner subtitle",""
"passed","Thu Dec 12 06:47:49 GMT 2024","Thu Dec 12 06:47:49 GMT 2024","43","Tests","test_HomePage","TestHomePage","","","Check events carousel appearance",""
"passed","Thu Dec 12 06:48:09 GMT 2024","Thu Dec 12 06:48:16 GMT 2024","6901","Tests","test_HomePage","TestHomePage","","","Click on event carousel card",""
"passed","Thu Dec 12 06:48:06 GMT 2024","Thu Dec 12 06:48:21 GMT 2024","15103","Tests","test_HomePage","TestHomePage","","","Event carousel cards without events",""
"passed","Thu Dec 12 06:47:48 GMT 2024","Thu Dec 12 06:47:48 GMT 2024","8","Tests","test_HomePage","TestHomePage","","","Check Download section title",""
"passed","Thu Dec 12 06:48:04 GMT 2024","Thu Dec 12 06:48:04 GMT 2024","20","Tests","test_HomePage","TestHomePage","","","Check presented events order",""
"passed","Thu Dec 12 06:47:37 GMT 2024","Thu Dec 12 06:47:37 GMT 2024","97","Tests","test_HomePage","TestHomePage","","","Check presented sites in the sites carousel",""
"passed","Thu Dec 12 06:48:04 GMT 2024","Thu Dec 12 06:48:04 GMT 2024","7","Tests","test_HomePage","TestHomePage","","","Check event carousel title",""
"passed","Thu Dec 12 06:47:48 GMT 2024","Thu Dec 12 06:47:48 GMT 2024","21","Tests","test_HomePage","TestHomePage","","","Check presented sites order",""
"passed","Thu Dec 12 06:47:36 GMT 2024","Thu Dec 12 06:47:36 GMT 2024","15","Tests","test_HomePage","TestHomePage","","","Check Download section description",""
"passed","Thu Dec 12 06:47:36 GMT 2024","Thu Dec 12 06:47:36 GMT 2024","74","Tests","test_HomePage","TestHomePage","","","Check Download section analytic pairs",""
"passed","Thu Dec 12 06:47:32 GMT 2024","Thu Dec 12 06:47:36 GMT 2024","4167","Tests","test_HomePage","TestHomePage","","","Check Hero Banner button",""
"passed","Thu Dec 12 06:47:32 GMT 2024","Thu Dec 12 06:47:32 GMT 2024","16","Tests","test_HomePage","TestHomePage","","","Check Hero Banner title",""
"passed","Thu Dec 12 06:48:04 GMT 2024","Thu Dec 12 06:48:09 GMT 2024","5497","Tests","test_HomePage","TestHomePage","","","Check event carousel button",""
"passed","Thu Dec 12 06:47:36 GMT 2024","Thu Dec 12 06:47:36 GMT 2024","8","Tests","test_HomePage","TestHomePage","","","Click Download section App Store button",""
"passed","Thu Dec 12 06:47:36 GMT 2024","Thu Dec 12 06:47:36 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Check Download section image",""
"passed","Thu Dec 12 06:47:49 GMT 2024","Thu Dec 12 06:47:54 GMT 2024","5127","Tests","test_HomePage","TestHomePage","","","Check event carousel button",""
"passed","Thu Dec 12 06:48:49 GMT 2024","Thu Dec 12 06:48:52 GMT 2024","3215","Tests","test_HomePage","TestHomePage","","","Check main navigation",""
"passed","Thu Dec 12 06:47:48 GMT 2024","Thu Dec 12 06:47:48 GMT 2024","5","Tests","test_HomePage","TestHomePage","","","Click Download section App Store button",""
"passed","Thu Dec 12 06:47:49 GMT 2024","Thu Dec 12 06:47:49 GMT 2024","30","Tests","test_HomePage","TestHomePage","","","Check presented events order",""
"passed","Thu Dec 12 06:48:23 GMT 2024","Thu Dec 12 06:48:38 GMT 2024","15108","Tests","test_HomePage","TestHomePage","","","Event carousel cards without events",""
"passed","Thu Dec 12 06:47:37 GMT 2024","Thu Dec 12 06:47:42 GMT 2024","5146","Tests","test_HomePage","TestHomePage","","","Check site carousel button",""
"passed","Thu Dec 12 06:47:43 GMT 2024","Thu Dec 12 06:47:43 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Check Hero Banner title",""
"passed","Thu Dec 12 06:47:48 GMT 2024","Thu Dec 12 06:47:48 GMT 2024","68","Tests","test_HomePage","TestHomePage","","","Check Download section analytic pairs",""
"passed","Thu Dec 12 06:47:43 GMT 2024","Thu Dec 12 06:47:43 GMT 2024","28","Tests","test_HomePage","TestHomePage","","","Check Hero Banner appearance",""
"passed","Thu Dec 12 06:47:48 GMT 2024","Thu Dec 12 06:47:48 GMT 2024","46","Tests","test_HomePage","TestHomePage","","","Check Download section appearance",""
"passed","Thu Dec 12 06:48:04 GMT 2024","Thu Dec 12 06:48:04 GMT 2024","87","Tests","test_HomePage","TestHomePage","","","Check presented events in the events carousel",""
"passed","Thu Dec 12 06:47:32 GMT 2024","Thu Dec 12 06:47:32 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check Hero Banner image",""
"passed","Thu Dec 12 06:48:04 GMT 2024","Thu Dec 12 06:48:04 GMT 2024","6","Tests","test_HomePage","TestHomePage","","","Check event carousel description",""
