"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 12 09:24:09 GMT 2024","Thu Dec 12 09:24:09 GMT 2024","78","Tests","test_HomePage","TestHomePage","","","Check Download section analytic pairs",""
"passed","Thu Dec 12 09:24:09 GMT 2024","Thu Dec 12 09:24:09 GMT 2024","46","Tests","test_HomePage","TestHomePage","","","Check sites carousel appearance",""
"passed","Thu Dec 12 09:24:39 GMT 2024","Thu Dec 12 09:24:56 GMT 2024","16898","Tests","test_HomePage","TestHomePage","","","Event carousel cards without events",""
"passed","Thu Dec 12 09:25:03 GMT 2024","Thu Dec 12 09:25:08 GMT 2024","5323","Tests","test_HomePage","TestHomePage","","","Check language switch",""
"passed","Thu Dec 12 09:23:58 GMT 2024","Thu Dec 12 09:23:58 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check Hero Banner title",""
"passed","Thu Dec 12 09:24:26 GMT 2024","Thu Dec 12 09:24:33 GMT 2024","6819","Tests","test_HomePage","TestHomePage","","","Click on event carousel card",""
"passed","Thu Dec 12 09:24:09 GMT 2024","Thu Dec 12 09:24:09 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check site carousel title",""
"passed","Thu Dec 12 09:24:21 GMT 2024","Thu Dec 12 09:24:28 GMT 2024","6813","Tests","test_HomePage","TestHomePage","","","Click on event carousel card",""
"passed","Thu Dec 12 09:23:42 GMT 2024","Thu Dec 12 09:23:42 GMT 2024","68","Tests","test_HomePage","TestHomePage","","","Check Download section appearance",""
"passed","Thu Dec 12 09:24:15 GMT 2024","Thu Dec 12 09:24:15 GMT 2024","94","Tests","test_HomePage","TestHomePage","","","Check presented events in the events carousel",""
"passed","Thu Dec 12 09:24:09 GMT 2024","Thu Dec 12 09:24:09 GMT 2024","117","Tests","test_HomePage","TestHomePage","","","Check Download section appearance",""
