"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44136","Scroll trough images","Tests","Sun Dec 22 03:32:48 GMT 2024","passed","Sun Dec 22 03:33:32 GMT 2024","TestSites","test_Sites","",""
"","17","Benefits banners titles and descriptions","Tests","Sun Dec 22 03:33:33 GMT 2024","passed","Sun Dec 22 03:33:33 GMT 2024","TestSponsorsPage","test_SponsorsPage","",""
"","13486","Saved sites for non logged user","Tests","Sun Dec 22 03:25:27 GMT 2024","passed","Sun Dec 22 03:25:41 GMT 2024","TestSites","test_Sites","",""
"","8","Sponsors page welcome message text","Tests","Sun Dec 22 03:33:32 GMT 2024","passed","Sun Dec 22 03:33:32 GMT 2024","TestSponsorsPage","test_SponsorsPage","",""
"","745","Populated email field","Tests","Sun Dec 22 03:22:11 GMT 2024","passed","Sun Dec 22 03:22:12 GMT 2024","TestContactPage","test_ContactPage","",""
"","74","Correct saved sites cards are presented","Tests","Sun Dec 22 03:28:30 GMT 2024","passed","Sun Dec 22 03:28:30 GMT 2024","TestSites","test_Sites","",""
"","8","Site information amenities section","Tests","Sun Dec 22 03:31:27 GMT 2024","passed","Sun Dec 22 03:31:27 GMT 2024","TestSites","test_Sites","",""
"","53460","Scroll trough images","Tests","Sun Dec 22 03:20:49 GMT 2024","passed","Sun Dec 22 03:21:43 GMT 2024","TestAboutPage","test_AboutPage","",""
"","4","Benefits banners number","Tests","Sun Dec 22 03:32:57 GMT 2024","passed","Sun Dec 22 03:32:57 GMT 2024","TestSponsorsPage","test_SponsorsPage","",""
"","18","Site information opening times section","Tests","Sun Dec 22 03:33:32 GMT 2024","passed","Sun Dec 22 03:33:32 GMT 2024","TestSites","test_Sites","",""
"","12","Message field appearance","Tests","Sun Dec 22 03:22:35 GMT 2024","passed","Sun Dec 22 03:22:35 GMT 2024","TestContactPage","test_ContactPage","",""
"","1","Events are in chronological order","Tests","Sun Dec 22 03:23:35 GMT 2024","passed","Sun Dec 22 03:23:35 GMT 2024","TestEvents","test_Events","",""
"","2402","Image gallery with more than one image","Tests","Sun Dec 22 03:19:52 GMT 2024","passed","Sun Dec 22 03:19:54 GMT 2024","TestAboutPage","test_AboutPage","",""
"","52","Event Information page appearance","Tests","Sun Dec 22 03:23:29 GMT 2024","passed","Sun Dec 22 03:23:29 GMT 2024","TestEvents","test_Events","",""
"","20","Check presented sites order","Tests","Sun Dec 22 03:23:45 GMT 2024","passed","Sun Dec 22 03:23:45 GMT 2024","TestHomePage","test_HomePage","",""
"","32","Transport section card titles","Tests","Sun Dec 22 03:22:06 GMT 2024","passed","Sun Dec 22 03:22:06 GMT 2024","TestAboutPage","test_AboutPage","",""
"","2023","Click Get Directions link","Tests","Sun Dec 22 03:23:21 GMT 2024","passed","Sun Dec 22 03:23:23 GMT 2024","TestEvents","test_Events","",""
"","21455","Successful message send","Tests","Sun Dec 22 03:22:34 GMT 2024","passed","Sun Dec 22 03:22:56 GMT 2024","TestContactPage","test_ContactPage","",""
"","7","Check site carousel description","Tests","Sun Dec 22 03:23:45 GMT 2024","passed","Sun Dec 22 03:23:45 GMT 2024","TestHomePage","test_HomePage","",""
"","47","Correct saved sites cards are presented","Tests","Sun Dec 22 03:29:06 GMT 2024","passed","Sun Dec 22 03:29:07 GMT 2024","TestSites","test_Sites","",""
"","23109","Successful message send","Tests","Sun Dec 22 03:22:35 GMT 2024","passed","Sun Dec 22 03:22:58 GMT 2024","TestContactPage","test_ContactPage","",""
"","10266","Navigate to Site Information page","Tests","Sun Dec 22 03:27:50 GMT 2024","passed","Sun Dec 22 03:28:00 GMT 2024","TestSites","test_Sites","",""
"","12266","Successful login","Tests","Sun Dec 22 03:24:22 GMT 2024","passed","Sun Dec 22 03:24:34 GMT 2024","TestLogin","test_Login","",""
"","6394","User is navigated to the Sites page","Tests","Sun Dec 22 03:24:41 GMT 2024","passed","Sun Dec 22 03:24:47 GMT 2024","TestSites","test_Sites","",""
"","4","Check Download section image","Tests","Sun Dec 22 03:23:45 GMT 2024","passed","Sun Dec 22 03:23:45 GMT 2024","TestHomePage","test_HomePage","",""
"","4136","Click save site button","Tests","Sun Dec 22 03:34:31 GMT 2024","passed","Sun Dec 22 03:34:35 GMT 2024","TestSites","test_Sites","",""
"","5467","Check event carousel button","Tests","Sun Dec 22 03:23:59 GMT 2024","passed","Sun Dec 22 03:24:05 GMT 2024","TestHomePage","test_HomePage","",""
"","9143","Check FAQ elements","Tests","Sun Dec 22 03:21:16 GMT 2024","passed","Sun Dec 22 03:21:25 GMT 2024","TestAboutPage","test_AboutPage","",""
"","11","Check site carousel title","Tests","Sun Dec 22 03:23:34 GMT 2024","passed","Sun Dec 22 03:23:34 GMT 2024","TestHomePage","test_HomePage","",""
"","7779","Click on saved site card","Tests","Sun Dec 22 03:25:56 GMT 2024","passed","Sun Dec 22 03:26:04 GMT 2024","TestSites","test_Sites","",""
"","44437","Scroll images with buttons","Tests","Sun Dec 22 03:31:50 GMT 2024","passed","Sun Dec 22 03:32:35 GMT 2024","TestSites","test_Sites","",""
"","18","Transport section appearance","Tests","Sun Dec 22 03:21:42 GMT 2024","passed","Sun Dec 22 03:21:42 GMT 2024","TestAboutPage","test_AboutPage","",""
"","94","Login page appearance","Tests","Sun Dec 22 03:25:13 GMT 2024","passed","Sun Dec 22 03:25:13 GMT 2024","TestLogin","test_Login","",""
