"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 12 07:35:42 GMT 2024","Thu Dec 12 07:35:43 GMT 2024","113","Tests","test_HomePage","TestHomePage","","","Check presented events in the events carousel",""
"passed","Thu Dec 12 07:35:15 GMT 2024","Thu Dec 12 07:35:15 GMT 2024","15","Tests","test_HomePage","TestHomePage","","","Check Download section description",""
"passed","Thu Dec 12 07:35:22 GMT 2024","Thu Dec 12 07:35:22 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Check Hero Banner image",""
"passed","Thu Dec 12 07:35:27 GMT 2024","Thu Dec 12 07:35:27 GMT 2024","7","Tests","test_HomePage","TestHomePage","","","Check site carousel title",""
"passed","Thu Dec 12 07:35:22 GMT 2024","Thu Dec 12 07:35:22 GMT 2024","51","Tests","test_HomePage","TestHomePage","","","Check Hero Banner appearance",""
"passed","Thu Dec 12 07:36:09 GMT 2024","Thu Dec 12 07:36:11 GMT 2024","2153","Tests","test_HomePage","TestHomePage","","","Check main navigation",""
"passed","Thu Dec 12 07:35:52 GMT 2024","Thu Dec 12 07:35:52 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check event carousel description",""
"passed","Thu Dec 12 07:35:27 GMT 2024","Thu Dec 12 07:35:27 GMT 2024","45","Tests","test_HomePage","TestHomePage","","","Check events carousel appearance",""
"passed","Thu Dec 12 07:35:22 GMT 2024","Thu Dec 12 07:35:22 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check Hero Banner subtitle",""
"passed","Thu Dec 12 07:35:40 GMT 2024","Thu Dec 12 07:35:40 GMT 2024","31","Tests","test_HomePage","TestHomePage","","","Check presented sites order",""
"passed","Thu Dec 12 07:35:27 GMT 2024","Thu Dec 12 07:35:27 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check event carousel title",""
"passed","Thu Dec 12 07:35:40 GMT 2024","Thu Dec 12 07:35:40 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Click Download section Google Play button",""
"passed","Thu Dec 12 07:35:15 GMT 2024","Thu Dec 12 07:35:20 GMT 2024","5150","Tests","test_HomePage","TestHomePage","","","Check site carousel button",""
"passed","Thu Dec 12 07:35:15 GMT 2024","Thu Dec 12 07:35:15 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check site carousel title",""
"passed","Thu Dec 12 07:35:42 GMT 2024","Thu Dec 12 07:35:42 GMT 2024","8","Tests","test_HomePage","TestHomePage","","","Check event carousel title",""
"passed","Thu Dec 12 07:35:30 GMT 2024","Thu Dec 12 07:35:35 GMT 2024","4946","Tests","test_HomePage","TestHomePage","","","User is navigated to the Home page",""
"passed","Thu Dec 12 07:35:27 GMT 2024","Thu Dec 12 07:35:32 GMT 2024","5509","Tests","test_HomePage","TestHomePage","","","Check site carousel button",""
"passed","Thu Dec 12 07:35:52 GMT 2024","Thu Dec 12 07:35:52 GMT 2024","31","Tests","test_HomePage","TestHomePage","","","Check presented events order",""
"passed","Thu Dec 12 07:35:32 GMT 2024","Thu Dec 12 07:35:39 GMT 2024","6845","Tests","test_HomePage","TestHomePage","","","Click on site carousel card",""
"passed","Thu Dec 12 07:35:40 GMT 2024","Thu Dec 12 07:35:40 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check Download section title",""
"passed","Thu Dec 12 07:35:27 GMT 2024","Thu Dec 12 07:35:27 GMT 2024","13","Tests","test_HomePage","TestHomePage","","","Check Download section description",""
"passed","Thu Dec 12 07:35:27 GMT 2024","Thu Dec 12 07:35:27 GMT 2024","5","Tests","test_HomePage","TestHomePage","","","Check Download section image",""
"passed","Thu Dec 12 07:35:42 GMT 2024","Thu Dec 12 07:35:42 GMT 2024","33","Tests","test_HomePage","TestHomePage","","","Check events carousel appearance",""
"passed","Thu Dec 12 07:35:35 GMT 2024","Thu Dec 12 07:35:35 GMT 2024","16","Tests","test_HomePage","TestHomePage","","","Check Hero Banner title",""
"passed","Thu Dec 12 07:35:15 GMT 2024","Thu Dec 12 07:35:15 GMT 2024","69","Tests","test_HomePage","TestHomePage","","","Check Download section appearance",""
"passed","Thu Dec 12 07:35:40 GMT 2024","Thu Dec 12 07:35:40 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Click Download section App Store button",""
