"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1036","Get Involved section appearance","Tests","Sun Jan 19 03:35:44 GMT 2025","passed","Sun Jan 19 03:35:45 GMT 2025","TestSponsorsPage","test_SponsorsPage","",""
"","24","Email field appearance","Tests","Sun Jan 19 03:18:16 GMT 2025","passed","Sun Jan 19 03:18:17 GMT 2025","TestContactPage","test_ContactPage","",""
"","11182","Site Information page appearance","Tests","Sun Jan 19 03:23:51 GMT 2025","passed","Sun Jan 19 03:24:02 GMT 2025","TestSites","test_Sites","",""
"","1069","Age appearance","Tests","Sun Jan 19 03:17:51 GMT 2025","passed","Sun Jan 19 03:17:52 GMT 2025","TestContactPage","test_ContactPage","",""
"","10","Site information section summary","Tests","Sun Jan 19 03:26:51 GMT 2025","passed","Sun Jan 19 03:26:51 GMT 2025","TestSites","test_Sites","",""
"","7","Check event carousel description","Tests","Sun Jan 19 03:20:09 GMT 2025","passed","Sun Jan 19 03:20:09 GMT 2025","TestHomePage","test_HomePage","",""
"","7564","Navigate to Event information page","Tests","Sun Jan 19 03:18:43 GMT 2025","passed","Sun Jan 19 03:18:51 GMT 2025","TestEvents","test_Events","",""
"","32","Check themes cards","Tests","Sun Jan 19 03:14:42 GMT 2025","passed","Sun Jan 19 03:14:42 GMT 2025","TestAboutPage","test_AboutPage","",""
"","18","Events pages section titles","Tests","Sun Jan 19 03:18:25 GMT 2025","passed","Sun Jan 19 03:18:25 GMT 2025","TestEvents","test_Events","",""
"","41","Transport section card descriptions","Tests","Sun Jan 19 03:18:02 GMT 2025","passed","Sun Jan 19 03:18:02 GMT 2025","TestAboutPage","test_AboutPage","",""
"","5207","Saved sites with saved sites","Tests","Sun Jan 19 03:22:08 GMT 2025","passed","Sun Jan 19 03:22:13 GMT 2025","TestSites","test_Sites","",""
"","15","Welcome message appearance","Tests","Sun Jan 19 03:17:51 GMT 2025","passed","Sun Jan 19 03:17:51 GMT 2025","TestContactPage","test_ContactPage","",""
"","49","Populated name field","Tests","Sun Jan 19 03:18:31 GMT 2025","passed","Sun Jan 19 03:18:31 GMT 2025","TestContactPage","test_ContactPage","",""
"","11398","Saved sites without saved sites","Tests","Sun Jan 19 03:28:23 GMT 2025","passed","Sun Jan 19 03:28:34 GMT 2025","TestSites","test_Sites","",""
"","10","Check get Involved description","Tests","Sun Jan 19 03:28:53 GMT 2025","passed","Sun Jan 19 03:28:53 GMT 2025","TestSponsorsPage","test_SponsorsPage","",""
"","6099","User is navigated to the About page","Tests","Sun Jan 19 03:14:29 GMT 2025","passed","Sun Jan 19 03:14:35 GMT 2025","TestAboutPage","test_AboutPage","",""
"","20146","Image gallery with only one image","Tests","Sun Jan 19 03:15:08 GMT 2025","passed","Sun Jan 19 03:15:28 GMT 2025","TestAboutPage","test_AboutPage","",""
"","31","Check presented sites in the sites carousel","Tests","Sun Jan 19 03:19:08 GMT 2025","passed","Sun Jan 19 03:19:08 GMT 2025","TestHomePage","test_HomePage","",""
"","11560","Successful login","Tests","Sun Jan 19 03:20:10 GMT 2025","passed","Sun Jan 19 03:20:22 GMT 2025","TestLogin","test_Login","",""
"","4385","Check language switch","Tests","Sun Jan 19 03:19:42 GMT 2025","passed","Sun Jan 19 03:19:46 GMT 2025","TestHomePage","test_HomePage","",""
"","28","Sponsors page welcome message appearance","Tests","Sun Jan 19 03:28:10 GMT 2025","passed","Sun Jan 19 03:28:10 GMT 2025","TestSponsorsPage","test_SponsorsPage","",""
"","4369","Get in touch button","Tests","Sun Jan 19 03:28:45 GMT 2025","passed","Sun Jan 19 03:28:50 GMT 2025","TestSponsorsPage","test_SponsorsPage","",""
"","6","Check FAQ section description text","Tests","Sun Jan 19 03:17:36 GMT 2025","passed","Sun Jan 19 03:17:36 GMT 2025","TestAboutPage","test_AboutPage","",""
"","5140","Check event carousel button","Tests","Sun Jan 19 03:19:38 GMT 2025","passed","Sun Jan 19 03:19:44 GMT 2025","TestHomePage","test_HomePage","",""
"","4123","Click Get Directions link","Tests","Sun Jan 19 03:19:38 GMT 2025","passed","Sun Jan 19 03:19:42 GMT 2025","TestEvents","test_Events","",""
"","56910","Scroll images with buttons","Tests","Sun Jan 19 03:15:46 GMT 2025","passed","Sun Jan 19 03:16:43 GMT 2025","TestAboutPage","test_AboutPage","",""
"","10","Check site carousel description","Tests","Sun Jan 19 03:19:26 GMT 2025","passed","Sun Jan 19 03:19:26 GMT 2025","TestHomePage","test_HomePage","",""
"","19","Site information about section","Tests","Sun Jan 19 03:26:10 GMT 2025","passed","Sun Jan 19 03:26:10 GMT 2025","TestSites","test_Sites","",""
"","15","Check FAQ section title text","Tests","Sun Jan 19 03:17:01 GMT 2025","passed","Sun Jan 19 03:17:01 GMT 2025","TestAboutPage","test_AboutPage","",""
"","24","Check the welcome message appearance","Tests","Sun Jan 19 03:20:33 GMT 2025","passed","Sun Jan 19 03:20:33 GMT 2025","TestSites","test_Sites","",""
"","5552","Check site carousel button","Tests","Sun Jan 19 03:19:08 GMT 2025","passed","Sun Jan 19 03:19:13 GMT 2025","TestHomePage","test_HomePage","",""
"","114","Populated email field","Tests","Sun Jan 19 03:18:17 GMT 2025","passed","Sun Jan 19 03:18:17 GMT 2025","TestContactPage","test_ContactPage","",""
"","12","Check event carousel title","Tests","Sun Jan 19 03:19:15 GMT 2025","passed","Sun Jan 19 03:19:15 GMT 2025","TestHomePage","test_HomePage","",""
"","7","Check get Involved description","Tests","Sun Jan 19 03:28:45 GMT 2025","passed","Sun Jan 19 03:28:45 GMT 2025","TestSponsorsPage","test_SponsorsPage","",""
"","4","Event Opening time section","Tests","Sun Jan 19 03:18:51 GMT 2025","passed","Sun Jan 19 03:18:51 GMT 2025","TestEvents","test_Events","",""
"","56","Secondary details","Tests","Sun Jan 19 03:17:54 GMT 2025","passed","Sun Jan 19 03:17:54 GMT 2025","TestContactPage","test_ContactPage","",""
"","2069","Unsuccessfully login with email: simeon.hhl.qa@gmail.com and password: ","Tests","Sun Jan 19 03:20:08 GMT 2025","passed","Sun Jan 19 03:20:10 GMT 2025","TestLogin","test_Login","",""
"","9008","Expand FAQ elements","Tests","Sun Jan 19 03:17:07 GMT 2025","passed","Sun Jan 19 03:17:17 GMT 2025","TestAboutPage","test_AboutPage","",""
"","46","Check events carousel appearance","Tests","Sun Jan 19 03:19:38 GMT 2025","passed","Sun Jan 19 03:19:38 GMT 2025","TestHomePage","test_HomePage","",""
"","1287","Saved site is visible in the mobile app","Tests","Sun Jan 19 03:34:48 GMT 2025","passed","Sun Jan 19 03:34:49 GMT 2025","TestSites","test_Sites","",""
